"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","CSSRAT01","CSSRAT07","SUCCESS4","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","HistDisadv"
5,5,5,5,3,4,3,5,5,5,5,4,4,4,3,1,2,5,3,3,1,0,1,10,4,2,3,1,3,4,3,6,7,5,5,1,-0.0149168951795423
4,4,4,3,4,5,3,4,4,4,4,4,4,3,2,1,2,6,3,2,0,2,1,4,8,2,1,1,5,5,3,5,5,4,2,3,0.61612407209335
5,4,4,4,5,4,3,5,4,3,5,3,4,5,1,1,1,3,6,5,1,1,1,14,8,2,3,1,5,4,13,5,7,5,1,5,-0.514956916448811
5,5,5,5,5,5,3,4,3,3,4,4,3,5,2,1,2,1,3,4,1,1,1,7,3,2,3,1,4,5,15,7,4,5,3,1,0.362623165178018
5,5,5,5,4,5,3,4,4,4,4,3,1,5,2,1,2,2,3,4,1,2,1,12,6,2,3,1,3,4,7,7,6,6,5,3,-0.125024182360247
4,4,5,4,4,3,2,4,4,3,4,4,5,2,3,1,2,2,3,1,0,0,1,4,5,2,3,1,4,3,15,3,6,5,3,1,0.457582388416228
5,5,5,5,4,4,3,3,4,4,4,4,4,4,2,1,2,4,2,4,1,2,1,4,6,2,3,1,3,3,7,8,8,4,1,3,0.680047938032841
5,5,5,5,3,3,3,3,5,4,5,5,5,4,2,1,1,8,8,4,1,1,0,8,3,1,3,1,4,3,9,5,4,6,4,6,0.268594094898493
4,5,5,5,4,4,2,2,4,2,4,5,5,4,2,1,1,6,8,4,1,1,0,11,8,2,3,1,4,4,13,5,6,6,4,4,-0.140983827320575
5,5,5,5,5,5,2,5,4,4,5,5,4,5,1,1,1,6,8,2,0,0,0,4,5,2,3,1,4,3,15,5,6,5,2,2,0.372499310012009
5,5,5,5,4,3,3,5,5,5,5,5,5,5,1,1,2,7,6,3,1,0,1,14,6,1,3,1,4,3,3,4,5,7,7,3,-0.483646451124685
5,4,5,5,3,4,2,5,5,3,4,4,5,4,3,1,1,8,3,1,0,0,0,14,6,2,3,1,4,4,3,4,6,8,8,3,-0.816975370790688
5,4,5,4,4,4,3,4,4,4,4,4,2,4,1,1,1,5,6,4,1,2,1,11,4,2,3,1,5,5,3,5,5,5,4,1,0.0198443694324482
5,4,4,4,4,3,2,4,4,4,3,3,4,4,2,1,1,1,1,3,1,2,1,8,8,2,3,1,4,4,13,4,6,5,5,1,0.344660014046237
5,4,4,4,3,4,2,4,2,4,4,3,1,4,3,1,1,3,3,5,1,1,1,13,5,2,2,1,4,4,3,3,5,3,1,1,-0.359062569774058
4,5,2,4,4,3,3,1,4,4,4,3,4,4,1,1,2,3,3,3,1,1,1,11,7,2,3,1,5,4,13,5,7,5,6,3,-0.0617836717056655
5,4,5,4,4,4,2,4,5,3,5,5,4,3,3,1,1,1,1,3,1,2,1,4,7,2,3,1,4,5,8,5,6,5,1,3,0.680047938032841
5,5,5,5,5,5,3,5,5,4,4,5,5,5,2,1,2,2,2,3,1,1,1,2,6,2,1,1,4,5,15,3,4,7,2,3,0.786453876806216
5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,1,2,4,6,1,0,0,1,13,6,2,3,1,5,5,3,7,6,5,4,3,-0.514971661069341
4,4,5,5,4,4,3,5,4,3,5,3,5,5,3,1,2,2,6,5,1,1,1,7,5,2,3,1,3,3,9,7,6,6,3,3,0.362623165178018
5,4,5,5,4,5,2,3,5,4,5,4,5,4,2,1,1,8,5,2,0,0,0,2,6,1,3,1,5,5,14,6,5,6,5,3,0.627362733274255
5,4,4,4,5,2,2,4,4,4,5,3,4,5,2,1,1,8,7,1,0,2,0,1,6,2,3,1,5,3,5,6,6,7,5,1,0.853000945660779
4,4,5,4,3,3,3,4,4,4,4,4,4,3,1,1,1,1,1,3,1,2,1,9,7,2,3,1,3,3,12,5,5,6,4,3,0.251084638647472
4,4,4,4,4,5,2,3,2,3,2,4,5,4,2,1,2,1,1,3,1,2,1,7,6,2,3,1,5,5,3,4,4,5,4,4,0.441887207489413
4,4,5,4,3,4,3,2,4,5,3,4,4,5,2,1,2,6,6,4,1,0,1,7,8,1,5,1,5,5,2,8,7,5,2,3,0.367275144014256
4,4,4,4,4,5,2,2,1,2,4,4,1,3,3,1,2,8,5,4,1,2,0,8,5,2,3,1,4,5,3,8,6,4,2,4,0.261625224230972
5,5,5,5,4,5,3,3,4,3,3,4,3,4,3,1,2,5,8,1,0,1,0,12,4,2,3,1,2,4,3,6,8,5,4,3,-0.362981021838155
4,2,4,5,5,5,1,4,4,4,3,2,2,5,2,1,2,8,8,2,0,0,0,8,8,1,3,1,5,4,15,6,5,4,3,5,0.129833214586266
5,4,5,4,4,4,3,4,5,5,5,4,5,4,2,1,2,6,3,4,1,1,1,3,6,1,5,1,4,4,5,7,6,5,4,3,0.763271996162182
5,5,5,5,3,4,2,2,4,3,4,2,3,3,2,1,2,2,1,3,1,1,1,8,7,2,3,1,3,4,2,5,7,6,4,2,0.265557685454061
5,4,4,4,4,5,3,3,2,2,2,3,2,4,2,1,1,6,6,2,0,2,1,5,8,1,3,1,3,5,3,2,2,4,4,1,0.614598007609286
5,3,5,3,3,4,2,4,4,4,4,4,4,5,2,1,2,4,6,1,0,2,1,8,5,2,3,1,5,3,3,2,4,4,3,3,0.279866117759604
4,4,4,4,3,3,2,4,4,4,4,4,5,4,2,1,1,1,8,4,1,1,0,7,5,2,3,1,3,3,6,4,6,4,1,1,0.278727958992923
5,4,4,4,3,4,2,2,3,3,4,4,3,3,3,1,1,5,2,3,1,2,1,5,7,2,3,1,3,4,3,4,5,5,4,3,0.599732151275174
5,4,4,4,4,3,2,5,4,5,4,4,3,3,3,1,2,8,6,1,0,1,0,1,8,2,3,1,5,5,16,6,7,6,3,4,0.766568582780103
4,4,4,4,3,5,3,4,4,3,4,2,4,2,2,1,2,2,2,2,0,0,1,9,4,1,3,1,3,4,7,6,6,4,2,2,0.117250909244235
4,5,5,5,4,5,3,3,3,4,4,3,4,4,1,1,2,1,1,2,0,1,1,8,4,1,3,1,3,4,13,5,6,2,1,1,0.286613634346307
4,4,5,5,5,5,2,2,1,1,4,4,5,4,3,1,2,8,7,2,0,1,0,5,8,1,3,1,4,5,8,8,6,5,4,4,0.451803169632365
5,3,5,5,3,5,2,5,4,3,4,5,4,4,3,1,2,8,8,3,1,1,0,12,7,2,3,1,3,3,8,5,6,8,5,4,-0.288946590134593
4,4,4,3,4,4,2,4,3,4,4,3,4,5,3,1,1,3,3,2,0,1,1,11,6,1,3,1,3,5,1,4,7,7,6,3,-0.0341531552928602
4,5,5,4,2,4,3,4,4,4,4,4,4,3,2,1,1,6,6,2,0,2,1,9,6,1,1,1,3,4,14,4,5,4,3,3,0.272352752496213
5,5,5,5,4,4,3,5,4,4,4,5,5,5,2,1,2,5,6,4,1,1,1,8,8,2,3,1,5,5,4,6,7,6,4,4,0.265557685454061
5,4,4,4,4,2,2,2,4,2,4,4,3,4,3,1,1,5,1,3,1,2,1,5,8,2,3,1,5,5,2,5,6,4,2,3,0.599732151275174
5,5,5,5,3,5,3,4,4,4,4,4,4,5,1,1,1,6,6,1,0,0,1,12,5,2,3,1,3,3,2,5,5,5,5,5,-0.366547958520816
4,3,4,5,4,5,3,4,4,3,3,4,4,5,2,1,2,2,2,4,1,1,1,5,6,1,3,1,5,5,11,4,5,6,4,7,0.599922298599849
4,4,5,5,4,4,3,4,2,4,5,4,5,4,2,1,1,8,8,1,0,2,0,7,8,2,3,1,3,3,16,8,7,8,1,5,0.292850766232113
5,4,5,4,3,3,2,3,4,4,4,5,3,3,3,1,1,8,3,2,0,0,0,9,8,1,3,1,5,3,11,8,7,3,1,2,0.039037359692938
4,4,4,4,3,3,2,5,4,4,4,3,4,3,2,1,1,5,3,1,0,1,1,7,8,2,3,1,3,3,13,4,8,6,1,1,0.297508794071883
4,4,4,4,3,4,1,4,4,3,4,5,4,4,3,1,2,6,6,1,0,1,1,9,7,2,3,1,4,4,7,5,6,4,4,4,0.105595258883431
5,5,5,5,3,3,3,2,2,2,5,4,5,3,3,2,1,5,5,2,0,1,1,12,8,2,1,1,4,5,6,7,6,5,3,4,-0.282031296498387
4,5,4,5,4,4,2,5,4,1,4,3,5,5,3,1,2,3,8,4,1,1,0,9,5,2,3,1,4,4,13,6,4,8,2,5,0.0912593570986852
4,4,4,4,3,3,2,4,4,4,4,4,4,3,2,1,1,1,1,3,1,2,1,7,5,2,1,1,3,3,16,5,4,3,3,1,0.441887207489413
2,3,4,3,3,3,1,3,3,3,4,4,3,2,3,1,1,3,8,5,1,2,0,9,7,2,3,1,4,3,14,8,5,5,1,5,0.169707729342141
3,3,5,4,4,5,2,4,2,3,4,4,5,5,2,1,2,6,6,1,0,1,1,10,5,2,3,1,5,5,15,3,5,5,4,2,-0.0031361190356389
4,4,4,4,5,5,2,2,4,4,3,3,3,5,2,1,1,6,6,1,0,0,1,7,2,2,3,1,5,5,8,2,4,8,8,6,0.217819083601004
5,5,5,5,4,4,3,4,5,1,5,5,5,4,2,1,2,8,6,3,1,0,0,10,8,2,3,1,5,5,7,5,6,6,3,2,-0.0941659495932684
5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,1,2,8,8,2,0,2,0,12,6,2,3,1,3,3,8,8,6,5,4,5,-0.276841995036311
4,3,4,3,4,4,3,4,4,4,4,2,2,5,3,1,1,2,1,3,1,1,1,4,4,2,3,1,3,4,4,6,6,5,4,3,0.601178891079114
4,4,5,4,3,4,3,3,4,4,4,3,3,4,2,1,1,1,1,3,1,1,1,5,6,1,3,1,3,5,14,5,5,3,3,3,0.599922298599849
4,5,5,4,4,5,3,3,4,4,5,4,5,4,1,1,1,1,1,3,1,1,1,4,1,2,3,1,3,3,4,5,7,7,1,1,0.601178891079114
4,4,4,4,3,3,2,3,3,3,5,2,4,3,2,1,2,1,1,2,0,2,1,3,7,1,3,1,3,5,3,5,6,5,2,1,0.778388714947949
5,5,5,5,3,5,2,4,4,4,5,5,4,4,3,1,1,2,1,2,0,1,1,5,6,2,3,1,3,4,6,7,5,4,1,4,0.456890433232495
4,4,4,5,4,5,3,4,3,3,4,3,3,5,2,1,1,3,3,1,0,2,1,3,5,1,3,1,3,3,16,5,5,8,3,1,0.778388714947949
4,4,5,4,5,4,3,2,2,3,4,3,4,4,3,1,1,8,4,2,0,0,0,14,7,1,3,1,4,5,3,5,5,5,3,4,-0.658970287281948
4,4,4,4,4,4,3,4,4,4,4,4,5,3,2,1,1,8,5,2,0,0,0,14,7,2,3,1,4,5,2,4,6,4,4,4,-0.816975370790688
4,4,4,4,3,3,2,5,5,5,5,5,5,3,1,1,1,3,3,3,1,1,1,11,5,2,3,1,4,4,16,3,3,3,3,3,-0.0617836717056655
5,4,5,4,5,4,3,5,5,5,5,5,5,3,2,1,1,5,8,3,1,1,0,11,6,2,1,1,4,4,14,6,6,5,1,1,-0.140983827320575
5,5,5,5,4,5,3,4,3,3,4,4,4,5,3,1,2,1,2,3,1,1,1,5,6,2,3,1,4,4,3,7,7,8,5,6,0.520963116398442
5,5,5,5,4,4,2,2,3,3,4,3,3,3,2,1,1,1,1,3,1,1,1,4,5,2,3,1,5,4,2,4,4,4,4,2,0.601178891079114
5,5,5,5,4,4,3,2,4,4,4,4,4,4,2,1,2,2,2,3,1,1,1,2,8,2,1,1,4,5,7,7,7,8,3,1,0.786453876806216
4,4,4,4,3,4,2,5,4,5,5,5,5,3,2,1,2,2,1,3,1,2,1,5,8,2,3,1,4,4,2,6,8,4,1,3,0.599732151275174
5,5,5,5,4,5,2,4,4,4,5,5,5,3,2,1,2,8,8,2,0,2,0,2,7,1,3,1,4,5,4,5,7,3,2,3,0.781363306431137
4,3,5,3,4,3,2,5,4,4,4,4,4,2,3,1,1,3,3,4,1,1,1,2,8,2,3,1,4,3,3,4,6,8,1,1,0.786453876806216
5,5,5,5,3,3,2,4,4,4,4,4,4,3,3,1,1,5,5,5,1,1,1,5,8,2,3,1,3,4,2,7,7,6,1,1,0.520963116398442
5,5,5,5,3,5,3,4,3,3,4,3,4,4,3,1,2,3,3,3,1,1,1,3,5,2,3,1,4,4,13,5,5,5,3,5,0.686779817720436
5,4,4,4,4,4,3,4,3,4,4,3,5,3,2,1,2,4,8,1,0,1,0,9,8,2,3,1,5,4,7,5,6,8,3,1,0.0253276426694064
4,3,4,3,3,2,2,2,4,3,4,4,4,3,3,2,1,8,6,2,0,1,0,9,6,2,3,1,3,3,13,4,4,7,4,1,0.0253276426694064
4,4,4,4,5,3,2,2,4,3,3,4,4,5,2,1,1,3,8,2,0,1,0,10,7,2,3,1,4,3,16,7,7,7,3,1,-0.0831991516385535
4,4,4,4,3,4,2,3,4,3,4,2,3,4,3,1,2,2,2,5,1,1,1,4,5,2,3,1,4,4,8,4,6,4,3,2,0.601178891079114
4,4,4,4,3,3,2,4,4,2,4,3,3,3,2,1,1,3,3,2,0,0,1,4,5,2,3,1,3,3,3,4,5,5,3,4,0.457582388416228
5,5,5,5,4,2,3,4,5,4,5,5,5,5,2,1,2,6,8,2,0,1,0,9,8,1,3,1,5,3,13,8,5,5,2,3,0.115243174803944
5,5,5,5,5,5,3,5,3,3,5,4,4,5,2,1,2,3,6,1,0,1,1,11,8,2,3,1,5,5,8,6,4,5,4,4,-0.131372397305625
5,5,5,5,4,4,3,4,5,5,5,4,4,4,3,1,1,3,6,2,0,2,1,7,8,1,3,1,5,5,7,8,7,3,1,1,0.459717271869505
5,5,5,5,5,5,3,3,3,3,3,3,3,5,1,1,1,2,5,4,1,0,1,7,5,2,3,1,5,5,7,3,3,3,3,3,0.283192546931711
5,5,5,5,3,5,3,4,4,4,4,4,3,4,2,1,2,2,5,4,1,1,1,9,7,2,3,1,5,5,13,5,5,5,1,5,0.171722347897922
5,5,5,5,4,5,3,2,5,2,5,5,5,4,2,1,1,3,3,3,1,0,1,2,6,1,3,1,3,4,4,5,6,3,3,4,0.780660602367294
5,4,5,4,4,4,3,4,4,3,4,2,4,4,3,1,2,8,3,5,1,2,0,12,6,2,3,1,4,4,16,5,8,8,5,8,-0.204778164280961
5,4,5,5,3,3,3,5,4,4,4,4,4,2,1,1,1,2,3,3,1,2,1,9,5,2,3,1,4,3,10,8,6,3,4,1,0.251084638647472
5,5,5,5,4,4,3,5,4,4,4,3,5,4,3,1,2,8,1,3,1,0,0,11,8,2,3,1,5,5,4,7,6,4,3,3,-0.221031462303403
5,4,4,4,3,3,2,4,4,3,4,5,4,4,2,1,2,3,3,2,0,1,1,5,5,1,3,1,3,3,15,4,7,6,2,6,0.53724180833509
5,5,5,5,4,4,3,4,4,4,4,4,4,4,2,1,1,2,2,3,1,2,1,2,2,2,1,1,3,3,4,3,2,5,2,2,0.86701365910811
5,5,5,5,4,4,1,4,4,2,3,3,4,5,3,1,2,5,8,5,1,2,0,4,8,2,3,1,3,5,15,5,7,8,1,8,0.589432301899551
4,4,5,4,4,5,3,4,4,3,4,4,4,4,2,1,2,8,6,2,0,1,0,10,8,1,3,1,5,5,8,5,5,5,4,4,0.0110065800015249
5,4,5,4,4,4,2,2,4,3,4,3,3,4,2,1,1,2,4,4,1,1,1,3,8,2,2,1,5,5,7,2,5,3,1,3,0.686779817720436
5,5,5,5,3,3,3,2,4,3,4,3,4,5,2,1,1,5,5,3,1,1,1,4,5,1,3,1,3,3,8,3,5,8,5,2,0.678641026390652
4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,1,2,6,5,5,1,2,1,13,7,2,3,1,5,5,13,5,6,4,3,1,-0.276860719289566
4,4,4,4,3,3,2,4,4,4,4,4,4,3,2,1,1,6,6,2,0,2,1,1,7,1,2,1,3,3,3,4,4,4,4,4,1.05848037077082
4,5,5,5,5,1,1,5,5,5,5,4,5,3,2,1,1,3,1,2,0,0,1,1,6,1,3,1,3,3,6,4,6,8,6,1,0.865791316335689
4,3,4,4,4,4,3,4,4,3,2,2,4,3,2,1,2,3,2,1,0,1,1,10,8,2,3,1,4,5,13,4,6,8,5,5,-0.0031361190356389
4,4,5,5,4,5,3,2,3,3,4,2,2,3,3,1,1,3,6,3,1,1,1,11,8,2,3,1,4,4,10,4,6,5,4,4,-0.0617836717056655
4,4,4,3,4,4,2,4,4,4,4,3,4,3,2,1,1,6,3,5,1,1,1,10,8,2,3,1,4,5,7,5,6,6,5,4,0.0646735189765347
4,4,4,4,4,4,3,5,4,4,5,4,5,3,2,1,2,6,6,2,0,0,1,14,7,1,3,1,4,3,3,7,6,8,7,1,-0.567110495666858
4,4,5,4,3,4,2,4,4,3,4,2,4,3,2,1,2,5,2,5,1,1,1,3,7,2,3,1,3,5,8,5,8,5,3,1,0.686779817720436
4,4,5,3,3,4,3,4,4,4,4,4,1,3,3,1,1,6,6,1,0,1,1,7,8,2,3,1,3,4,10,5,7,4,1,2,0.297508794071883
4,3,4,4,3,3,2,3,3,3,4,3,3,3,2,1,2,1,2,2,0,1,1,4,6,2,1,2,4,4,16,6,6,5,3,3,0.537318103191587
5,5,5,5,3,5,3,4,4,4,4,5,5,5,2,1,1,1,1,5,1,0,1,1,7,2,3,1,4,4,10,4,4,4,4,4,0.854068957071674
5,4,3,5,4,4,3,2,5,4,4,5,5,3,3,1,2,8,6,2,0,1,0,13,7,2,3,1,5,4,10,6,5,5,4,1,-0.510097057280033
4,4,5,4,3,5,3,3,4,3,4,4,3,5,2,1,1,8,5,4,1,2,0,7,5,2,1,1,3,5,7,6,7,6,3,3,0.356541511069938
5,5,5,5,4,5,3,4,5,2,4,3,4,3,3,1,2,8,2,3,1,1,0,8,5,2,3,1,4,5,13,6,6,4,4,1,0.183688044729997
4,4,5,4,3,2,2,4,4,4,5,2,2,4,3,1,2,5,5,5,1,2,1,7,5,2,3,1,4,4,2,4,7,7,6,1,0.441887207489413
4,5,5,4,3,4,2,2,3,2,4,4,3,4,2,1,1,6,6,3,1,1,1,9,7,2,3,1,4,3,14,5,7,5,3,5,0.171722347897922
4,4,5,4,5,4,3,5,4,5,4,4,5,4,2,1,2,8,6,5,1,0,0,12,8,2,3,1,5,5,15,5,7,6,2,4,-0.371998191579417
4,4,4,4,3,2,2,4,4,4,4,4,4,2,3,1,1,7,6,2,0,1,1,2,5,2,3,1,4,5,7,6,8,5,4,1,0.721908772121187
4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,1,2,2,6,4,1,1,1,7,3,2,3,1,3,3,14,3,4,3,3,1,0.362623165178018
4,4,5,4,3,4,3,4,5,2,5,5,5,3,3,1,2,2,7,4,1,1,1,10,2,2,3,1,3,4,15,4,3,3,2,2,0.0646735189765347
4,4,4,4,3,3,2,2,4,4,5,4,4,3,2,1,1,2,6,4,1,0,1,9,4,2,3,1,3,3,4,4,5,3,2,1,0.0929821387168678
4,4,4,4,3,3,2,5,3,2,2,4,4,3,2,1,1,2,5,3,1,2,1,1,5,2,3,1,4,4,11,4,8,8,3,1,1.04954149781597
5,5,5,5,4,3,3,5,5,5,5,5,5,4,2,1,2,3,6,2,0,1,1,10,8,2,3,1,5,5,8,4,4,5,3,4,-0.0031361190356389
5,4,5,4,4,4,3,5,4,3,4,2,5,4,2,1,2,6,6,1,0,0,1,14,6,2,3,1,4,4,16,4,4,8,4,2,-0.707837715485084
5,5,5,5,3,1,1,3,4,4,4,3,4,5,3,2,1,2,3,3,1,2,1,2,4,2,3,1,4,5,2,4,6,8,6,4,0.86701365910811
4,4,5,4,2,3,2,3,3,4,4,4,4,3,2,1,2,8,6,2,0,0,0,13,5,1,3,1,4,5,3,5,5,4,2,4,-0.481914947749871
4,4,5,4,3,5,2,4,4,2,4,4,3,3,3,1,2,6,5,5,1,1,1,10,5,2,3,1,3,5,2,4,7,5,2,3,0.0646735189765347
4,4,4,4,4,5,2,3,4,4,3,4,4,4,3,1,2,3,4,4,1,1,1,3,8,2,3,1,4,5,7,4,6,3,1,3,0.686779817720436
4,5,4,5,3,4,2,2,4,3,4,4,2,3,3,1,1,8,8,5,1,1,0,11,8,2,1,1,4,4,15,4,5,5,5,1,-0.140983827320575
5,4,4,5,4,4,2,5,5,3,4,4,4,4,2,1,2,6,8,2,0,2,0,1,6,1,3,1,4,4,3,7,6,6,4,4,0.935626422441639
4,3,5,3,4,3,3,4,2,4,4,4,1,3,3,1,1,1,2,3,1,2,1,1,6,2,1,1,3,3,13,4,6,8,5,1,1.04954149781597
4,4,4,4,4,5,3,5,4,1,5,5,5,3,2,1,2,3,6,1,0,1,1,11,8,2,3,1,4,5,3,5,5,7,8,5,-0.131372397305625
5,4,5,4,3,4,2,2,4,4,4,4,3,5,3,1,2,2,2,4,1,0,1,7,5,2,3,1,4,5,14,6,7,5,3,4,0.283192546931711
5,4,5,4,3,3,2,3,3,3,3,3,3,3,2,1,1,1,1,4,1,2,1,3,6,2,2,1,2,2,4,7,7,3,1,1,0.766414564636338
4,4,4,4,3,5,2,3,4,4,4,4,4,4,1,1,1,5,8,4,1,0,0,9,3,2,3,1,3,4,14,3,4,4,2,3,0.0135686559851862
5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,1,1,2,1,3,1,2,1,2,8,2,3,1,3,4,7,7,7,8,4,3,0.86701365910811
5,5,5,5,4,5,3,5,4,4,5,5,5,4,2,1,1,5,3,5,1,2,1,8,8,2,3,1,5,5,4,6,7,8,3,1,0.344660014046237
5,5,5,5,4,4,3,4,4,3,3,3,3,3,1,1,2,6,3,2,0,1,1,3,5,1,1,1,3,3,13,6,8,6,3,3,0.700126733061193
5,4,5,5,5,5,3,4,5,4,4,5,5,4,2,1,2,1,1,3,1,1,1,7,8,2,3,1,4,5,9,6,4,7,4,3,0.362623165178018
5,5,5,5,3,4,3,4,4,5,4,4,5,5,1,1,1,6,6,2,0,0,1,13,7,1,3,1,4,4,7,5,5,4,4,1,-0.405613650450705
4,4,3,4,4,4,2,5,4,2,3,4,3,5,3,1,2,6,6,4,1,0,1,5,2,2,3,2,3,4,15,6,6,7,4,3,0.44141286304482
5,4,4,4,5,5,3,3,2,2,4,2,4,4,1,1,2,6,6,5,1,0,1,14,7,2,3,1,3,4,3,7,6,7,6,1,-0.611197569168275
4,4,5,5,5,4,2,5,3,4,5,2,3,3,3,1,1,4,8,1,0,0,0,9,8,2,3,1,5,4,2,4,8,7,4,3,-0.0533040937994152
5,5,5,5,5,4,3,4,2,4,4,3,4,5,3,1,2,6,5,1,0,0,1,14,4,2,3,1,5,4,3,5,6,8,4,1,-0.707837715485084
5,5,5,5,4,5,3,5,5,4,4,4,5,5,2,1,2,8,3,1,0,0,0,13,7,2,3,1,3,3,3,3,4,8,6,4,-0.594556629082805
5,4,5,4,4,4,3,4,4,3,5,1,5,4,2,1,2,8,3,1,0,0,0,14,7,2,3,1,3,4,6,8,6,6,6,6,-0.816975370790688
4,4,5,4,4,5,2,4,4,4,4,2,4,3,3,1,1,6,6,2,0,1,1,5,7,2,3,1,4,4,5,8,5,6,3,3,0.456890433232495
5,4,5,5,4,5,2,5,3,4,2,4,5,5,3,1,1,8,8,4,1,0,0,4,8,2,3,1,4,5,3,5,7,6,3,7,0.435129234058919
5,5,5,5,4,4,1,4,5,5,3,4,4,4,3,1,1,6,6,3,1,1,1,4,8,2,3,1,4,5,9,3,4,8,3,1,0.601178891079114
5,5,5,5,4,4,3,4,5,5,4,4,5,5,2,1,1,1,1,2,0,1,1,4,7,1,3,1,4,5,16,6,6,4,2,3,0.615987718497163
5,5,4,5,4,3,3,4,4,3,4,4,5,4,2,1,2,1,1,2,0,1,1,3,5,2,3,1,4,4,3,7,7,5,2,3,0.622611015533114
4,4,4,4,3,3,2,4,4,3,4,3,4,4,3,2,2,3,3,3,1,1,1,1,5,2,3,1,3,4,4,3,5,6,4,8,0.949877512008962
4,4,4,4,3,3,2,3,2,3,2,2,4,4,2,1,1,8,8,1,0,0,0,10,4,2,1,1,3,3,14,4,6,8,7,1,-0.163308625860327
5,5,5,5,5,5,3,4,4,4,4,4,5,4,3,1,2,4,4,5,1,1,1,9,8,2,3,1,4,4,7,5,6,4,2,1,0.171722347897922
4,4,4,4,4,5,3,3,4,3,4,5,4,3,2,1,2,3,5,2,0,2,1,11,4,2,3,1,3,5,3,5,4,3,1,1,-0.0484477914297681
4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,1,1,8,7,2,0,1,0,5,7,1,3,1,4,4,11,5,6,7,4,3,0.451803169632365
5,4,4,4,3,3,2,5,4,3,4,3,4,4,3,1,1,8,7,5,1,1,0,8,3,2,3,1,3,4,1,5,7,8,3,3,0.183688044729997
3,3,4,4,4,4,2,2,3,2,2,2,2,2,3,1,2,5,5,3,1,0,1,7,5,2,1,1,3,4,4,6,6,5,3,1,0.283192546931711
3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,1,8,3,2,0,0,0,9,5,2,1,1,3,4,3,3,4,4,4,4,-0.0533040937994152
5,5,5,5,5,5,3,1,4,4,4,5,5,4,2,1,2,6,6,5,1,2,1,8,7,2,3,1,5,5,3,7,5,2,1,4,0.344660014046237
4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,1,2,3,4,4,1,2,1,1,5,2,3,1,4,3,4,5,7,4,2,3,1.04954149781597
5,4,5,4,5,5,3,4,4,4,4,4,5,2,3,1,2,3,6,4,1,0,1,10,8,2,3,1,5,5,13,7,6,6,1,3,-0.0149168951795423
5,5,5,5,3,5,2,5,4,3,5,4,5,5,3,1,1,5,6,4,1,1,1,1,4,2,3,1,5,5,3,4,4,5,3,3,0.949877512008962
5,5,5,5,3,3,3,4,5,5,4,4,4,3,2,1,2,6,6,2,0,0,1,4,5,2,1,1,3,3,14,6,6,4,3,3,0.457582388416228
4,3,4,3,4,2,2,4,3,4,4,3,4,4,2,1,2,8,6,5,1,1,0,12,5,2,3,1,4,4,5,5,6,6,4,1,-0.288946590134593
5,5,5,5,4,3,3,5,5,4,5,5,5,1,3,1,1,5,5,1,0,1,1,4,6,2,1,1,4,4,6,5,4,7,6,1,0.537318103191587
4,4,4,4,4,3,2,5,4,4,4,4,4,2,3,1,1,8,6,5,1,1,0,11,8,2,3,1,4,4,10,5,4,6,4,1,-0.140983827320575
5,5,5,4,5,5,3,3,4,3,4,4,5,4,2,1,1,6,6,2,0,2,1,1,8,1,3,1,4,4,5,6,7,4,5,3,1.05848037077082
4,4,5,5,4,4,3,5,4,5,5,5,5,5,2,1,2,1,1,2,0,0,1,3,8,1,3,1,4,5,7,7,8,7,4,6,0.62064794815907
5,4,4,4,3,3,2,3,4,4,3,4,4,4,3,1,2,3,5,3,1,2,1,4,6,1,1,1,4,4,16,4,7,5,3,2,0.756441774187312
5,5,5,5,4,5,3,5,5,5,5,5,5,4,2,1,2,6,6,2,0,1,1,5,8,1,3,1,5,5,7,6,6,7,5,1,0.53724180833509
5,5,5,4,4,5,1,3,4,2,4,3,4,4,2,1,1,6,6,2,0,2,1,5,8,1,3,1,4,5,5,8,8,5,3,4,0.614598007609286
5,5,5,5,5,4,3,4,5,5,5,5,5,4,2,1,2,8,8,2,0,1,0,9,7,2,3,1,5,5,2,8,8,5,4,2,0.0253276426694064
5,3,5,4,5,4,2,4,4,4,4,3,5,4,2,1,2,6,3,3,1,0,1,13,6,2,3,1,4,4,6,6,5,8,5,5,-0.44006763193583
4,3,4,5,3,3,2,3,4,3,3,3,2,4,3,1,1,2,5,4,1,0,1,9,5,2,3,1,3,4,16,5,6,5,5,1,0.0929821387168678
